id,l_33,l_70,l_101,l_4
doc012765,1,1,-1,-1
doc012766,-1,1,-1,-1
doc012767,-1,1,-1,-1
doc012768,1,1,-1,-1
doc012769,-1,1,-1,-1
doc012770,1,1,-1,-1
doc012771,-1,-1,1,-1
doc012772,-1,1,-1,-1
doc012773,1,-1,1,-1
doc012774,1,-1,1,-1
doc012775,-1,-1,-1,-1
doc012776,-1,1,-1,-1
doc012777,-1,1,-1,-1
doc012778,-1,1,-1,-1
doc012779,-1,1,-1,-1
doc012780,-1,1,-1,-1
doc012781,-1,1,-1,-1
doc012782,-1,1,-1,-1
doc012783,1,1,-1,-1
doc012784,-1,1,-1,-1
doc012785,-1,1,-1,-1
doc012786,-1,1,-1,-1
doc012787,-1,-1,1,-1
doc012788,-1,1,-1,-1
doc012789,-1,1,-1,-1
doc012790,1,1,-1,-1
doc012791,-1,1,-1,-1
doc012792,-1,1,-1,-1
doc012793,1,-1,-1,-1
doc012794,1,-1,-1,1
doc012795,1,-1,-1,1
doc012796,1,-1,-1,1
doc012797,1,-1,-1,1
doc012798,1,-1,-1,1
doc012799,-1,1,-1,-1
doc012800,-1,1,-1,-1
doc012801,1,1,-1,-1
doc012802,-1,1,-1,-1
doc012803,-1,1,-1,-1
doc012804,-1,1,-1,-1
doc012805,-1,1,-1,-1
doc012806,-1,1,-1,-1
doc012807,-1,1,-1,-1
doc012808,-1,1,-1,-1
doc012809,-1,1,-1,-1
doc012810,-1,1,-1,-1
doc012811,-1,1,-1,-1
doc012812,-1,1,-1,-1
doc012813,1,1,-1,-1
doc012814,-1,1,-1,-1
doc012815,-1,1,-1,-1
doc012816,-1,1,-1,-1
doc012817,1,1,-1,-1
doc012818,-1,1,-1,-1
doc012819,-1,1,-1,-1
doc012820,-1,1,-1,-1
doc012821,-1,1,-1,-1
doc012822,-1,1,-1,-1
doc012823,-1,1,-1,-1
doc012824,-1,1,-1,-1
doc012825,-1,1,-1,-1
doc012826,-1,1,-1,-1
doc012827,-1,1,-1,-1
doc012828,-1,1,-1,-1
doc012829,-1,1,-1,-1
doc012830,-1,1,-1,-1
doc012831,-1,1,-1,-1
doc012832,-1,-1,1,-1
doc012833,-1,-1,1,-1
doc012834,-1,-1,1,-1
doc012835,-1,-1,1,-1
doc012836,-1,-1,1,-1
doc012837,-1,1,-1,-1
doc012838,-1,1,-1,-1
doc012839,-1,-1,-1,-1
doc012840,-1,-1,-1,-1
doc012841,-1,1,-1,-1
doc012842,-1,1,-1,-1
doc012843,-1,1,-1,-1
doc012844,-1,1,-1,-1
doc012845,-1,-1,1,-1
doc012846,-1,-1,1,-1
doc012847,-1,-1,1,-1
doc012848,-1,-1,1,-1
doc012849,-1,1,-1,-1
doc012850,1,1,-1,-1
doc012851,-1,-1,1,-1
doc012852,-1,1,-1,-1
doc012853,-1,-1,1,-1
doc012854,-1,1,-1,-1
doc012855,-1,1,-1,-1
doc012856,-1,1,-1,-1
doc012857,-1,1,-1,-1
doc012858,-1,1,-1,-1
doc012859,-1,1,-1,-1
doc012860,-1,-1,1,-1
doc012861,-1,1,-1,-1
doc012862,-1,1,-1,-1
doc012863,-1,1,-1,-1
doc012864,-1,-1,1,-1
doc012865,-1,1,-1,-1
doc012866,-1,1,-1,-1
doc012867,1,-1,-1,-1
doc012868,1,1,-1,-1
doc012869,1,1,-1,-1
doc012870,1,1,-1,-1
doc012871,1,1,-1,-1
doc012872,-1,-1,-1,-1
doc012873,1,-1,-1,-1
doc012874,-1,-1,-1,-1
doc012875,-1,-1,-1,-1
doc012876,-1,1,-1,-1
doc012877,1,-1,-1,-1
doc012878,1,1,-1,-1
doc012879,1,1,-1,-1
doc012880,1,1,-1,-1
doc012881,1,1,-1,-1
doc012882,1,1,-1,-1
doc012883,-1,-1,-1,-1
doc012884,1,-1,-1,-1
doc012885,1,-1,-1,-1
doc012886,-1,-1,-1,-1
doc012887,-1,1,-1,-1
doc012888,-1,-1,-1,-1
doc012889,-1,-1,-1,-1
doc012890,-1,-1,-1,-1
doc012891,1,-1,-1,-1
doc012892,-1,-1,-1,-1
doc012893,-1,-1,-1,-1
doc012894,-1,-1,-1,-1
doc012895,-1,-1,-1,-1
doc012896,1,1,-1,-1
doc012897,1,-1,-1,1
doc012898,-1,-1,-1,-1
doc012899,1,-1,-1,-1
doc012900,-1,1,-1,-1
doc012901,-1,-1,-1,-1
doc012902,1,-1,-1,-1
doc012903,-1,-1,-1,-1
doc012904,-1,1,-1,-1
doc012906,1,-1,-1,-1
doc012908,-1,-1,-1,-1
doc012909,-1,-1,-1,-1
doc012910,1,-1,-1,-1
doc012911,-1,1,-1,-1
doc012912,-1,-1,-1,-1
doc012913,-1,-1,-1,-1
doc012914,-1,1,-1,-1
doc012915,-1,-1,-1,-1
doc012916,-1,1,-1,-1
doc012917,-1,-1,-1,-1
doc012918,-1,1,-1,-1
doc012919,-1,-1,-1,-1
doc012920,-1,-1,-1,-1
doc012921,1,-1,-1,1
doc012922,-1,-1,1,-1
doc012923,-1,-1,-1,-1
doc012925,1,-1,-1,1
doc012926,-1,-1,1,-1
doc012927,-1,-1,-1,-1
doc012929,-1,-1,-1,-1
doc012930,-1,-1,-1,-1
doc012931,-1,-1,-1,-1
doc012933,-1,-1,-1,-1
doc012934,-1,-1,-1,-1
doc012935,-1,-1,-1,-1
doc012936,-1,-1,-1,-1
doc012937,-1,-1,-1,-1
doc012938,-1,-1,-1,-1
doc012939,-1,-1,-1,-1
doc012949,-1,-1,-1,-1
doc012952,-1,-1,-1,-1
doc012961,-1,-1,-1,-1
doc012962,-1,1,-1,-1
doc012963,-1,1,-1,-1
doc012964,-1,1,-1,-1
doc012965,-1,1,-1,-1
doc012966,-1,1,-1,-1
doc012967,-1,1,-1,-1
doc012968,-1,1,-1,-1
doc012969,-1,1,-1,-1
doc012970,-1,1,-1,-1
doc012971,-1,1,-1,-1
doc012972,-1,1,-1,-1
doc012973,-1,1,-1,-1
doc012974,-1,1,-1,-1
doc012975,-1,1,-1,-1
doc012976,-1,1,-1,-1
doc012977,-1,1,-1,-1
doc012978,-1,1,-1,-1
doc012979,-1,1,-1,-1
doc012980,-1,1,-1,-1
doc012981,-1,1,-1,-1
doc012982,-1,1,-1,-1
doc012983,-1,1,-1,-1
doc012984,-1,1,-1,-1
doc012985,-1,1,-1,-1
doc012986,-1,1,-1,-1
doc012987,-1,1,-1,-1
doc012988,-1,1,-1,-1
doc012989,-1,1,-1,-1
doc012990,-1,1,-1,-1
doc012991,-1,1,-1,-1
doc012992,-1,1,-1,-1
doc012993,-1,1,-1,-1
doc012994,-1,1,-1,-1
doc012995,-1,1,-1,-1
doc012996,-1,1,-1,-1
doc012997,-1,1,-1,-1
doc012998,-1,1,-1,-1
doc012999,-1,1,-1,-1
doc013000,-1,1,-1,-1
doc013001,-1,1,-1,-1
doc013002,-1,1,-1,-1
doc013003,-1,1,-1,-1
doc013004,-1,1,-1,-1
doc013005,-1,1,-1,-1
doc013006,-1,1,-1,-1
doc013007,-1,1,-1,-1
doc013008,-1,1,-1,-1
doc013009,-1,1,-1,-1
doc013010,-1,1,-1,-1
doc013011,-1,1,-1,-1
doc013012,-1,1,-1,-1
doc013013,-1,1,-1,-1
doc013014,-1,1,-1,-1
doc013015,-1,1,-1,-1
doc013016,-1,1,-1,-1
doc013017,-1,1,-1,-1
doc013018,-1,1,-1,-1
doc013019,-1,1,-1,-1
doc013020,-1,1,-1,-1
doc013021,-1,1,-1,-1
doc013022,-1,-1,-1,-1
doc013023,-1,1,-1,-1
doc013024,-1,1,-1,-1
doc013025,-1,1,-1,-1
doc013026,-1,1,-1,-1
doc013027,-1,1,-1,-1
doc013028,-1,1,-1,-1
doc013029,-1,1,-1,-1
doc013030,-1,1,-1,-1
doc013031,-1,1,-1,-1
doc013032,-1,1,-1,-1
doc013033,-1,1,-1,-1
doc013034,-1,1,-1,-1
doc013035,-1,1,-1,-1
doc013036,-1,1,-1,-1
doc013037,-1,1,-1,-1
doc013038,-1,1,-1,-1
doc013039,-1,1,-1,-1
doc013040,-1,1,-1,-1
doc013041,-1,1,-1,-1
doc013042,-1,1,-1,-1
doc013043,-1,1,-1,-1
doc013044,-1,1,-1,-1
doc013045,-1,1,-1,-1
doc013046,-1,1,-1,-1
doc013047,-1,1,-1,-1
doc013048,-1,1,-1,-1
doc013049,-1,1,-1,-1
doc013050,-1,1,-1,-1
doc013051,-1,1,-1,-1
doc013052,-1,1,-1,-1
doc013053,-1,1,-1,-1
doc013054,-1,1,-1,-1
doc013055,1,-1,-1,-1
doc013056,-1,-1,1,-1
doc013057,1,-1,-1,1
doc013058,1,-1,-1,-1
doc013059,1,1,-1,-1
doc013060,1,-1,-1,-1
doc013061,1,-1,-1,-1
doc013062,1,-1,1,-1
doc013063,1,-1,-1,1
doc013064,1,1,-1,-1
doc013065,1,-1,-1,-1
doc013066,1,-1,-1,1
doc013067,1,-1,-1,-1
doc013068,1,-1,-1,-1
doc013069,1,-1,-1,-1
doc013070,-1,1,-1,-1
doc013071,1,1,-1,-1
doc013072,-1,1,-1,-1
doc013073,1,-1,-1,-1
doc013074,-1,1,-1,-1
doc013075,1,1,-1,-1
doc013076,1,1,-1,-1
doc013077,1,-1,-1,1
doc013078,-1,1,-1,-1
doc013079,-1,1,-1,-1
doc013080,-1,1,-1,-1
doc013081,-1,1,-1,-1
doc013082,-1,1,-1,-1
doc013083,-1,1,-1,-1
doc013084,-1,1,-1,-1
doc013085,-1,1,-1,-1
doc013086,1,-1,-1,-1
doc013087,-1,1,-1,-1
doc013088,1,1,-1,-1
doc013089,-1,1,-1,-1
doc013090,-1,1,-1,-1
doc013091,-1,1,-1,-1
doc013092,-1,1,-1,-1
doc013093,-1,1,-1,-1
doc013094,-1,1,-1,-1
doc013095,-1,1,-1,-1
doc013096,-1,1,-1,-1
doc013097,-1,1,-1,-1
doc013098,-1,1,-1,-1
doc013099,1,1,-1,-1
doc013100,-1,1,-1,-1
doc013101,-1,1,-1,-1
doc013102,-1,1,-1,-1
doc013103,1,1,-1,-1
doc013104,-1,1,-1,-1
doc013105,-1,1,-1,-1
doc013106,-1,1,-1,-1
doc013107,-1,1,-1,-1
doc013108,-1,1,-1,-1
doc013109,-1,1,-1,-1
doc013110,-1,1,-1,-1
doc013111,-1,1,-1,-1
doc013112,-1,1,-1,-1
doc013113,-1,1,-1,-1
doc013114,-1,1,-1,-1
doc013115,-1,1,-1,-1
doc013116,-1,1,-1,-1
doc013117,-1,1,-1,-1
doc013118,-1,-1,1,-1
doc013119,-1,1,-1,-1
doc013120,-1,-1,1,-1
doc013121,-1,1,-1,-1
doc013122,-1,1,-1,-1
doc013123,-1,1,-1,-1
doc013124,-1,1,-1,-1
doc013125,-1,1,-1,-1
doc013126,-1,1,-1,-1
doc013127,-1,1,-1,-1
doc013128,-1,1,-1,-1
doc013129,-1,1,-1,-1
doc013130,-1,1,-1,-1
doc013131,-1,1,-1,-1
doc013132,-1,1,-1,-1
doc013133,-1,1,-1,-1
doc013134,-1,1,-1,-1
doc013135,-1,1,-1,-1
doc013136,-1,1,-1,-1
doc013137,1,-1,-1,-1
doc013138,1,-1,-1,-1
doc013139,-1,1,-1,-1
doc013140,-1,1,-1,-1
doc013141,-1,1,-1,-1
doc013142,-1,1,-1,-1
doc013143,-1,1,-1,-1
doc013144,-1,1,-1,-1
doc013145,-1,1,-1,-1
doc013146,1,-1,-1,-1
doc013147,-1,1,-1,-1
doc013148,-1,1,-1,-1
doc013149,-1,1,-1,-1
doc013150,-1,1,-1,-1
doc013151,-1,-1,1,-1
doc013152,1,-1,-1,1
doc013153,1,-1,-1,1
doc013154,1,-1,-1,1
doc013155,1,-1,-1,1
doc013156,1,-1,-1,1
doc013157,1,-1,-1,1
doc013158,-1,-1,-1,-1
doc013159,-1,-1,-1,-1
doc013160,1,-1,-1,1
doc013161,-1,-1,1,-1
doc013162,1,-1,-1,-1
doc013163,1,-1,1,1
doc013164,1,-1,-1,1
doc013165,-1,-1,1,-1
doc013166,-1,-1,1,-1
doc013167,1,-1,1,1
doc013168,1,-1,-1,-1
doc013169,-1,-1,1,-1
doc013170,-1,-1,-1,-1
doc013171,1,-1,-1,1
doc013172,-1,-1,1,-1
doc013173,1,-1,1,1
doc013174,-1,-1,-1,-1
doc013175,1,1,-1,-1
doc013176,-1,1,-1,-1
doc013177,1,-1,-1,-1
doc013178,1,-1,-1,-1
doc013179,1,-1,1,-1
doc013180,-1,1,-1,-1
doc013181,-1,1,-1,-1
doc013182,1,-1,-1,1
doc013183,-1,-1,-1,-1
doc013184,1,-1,-1,-1
doc013185,-1,-1,1,-1
doc013186,1,-1,-1,1
doc013187,1,-1,-1,1
doc013188,1,-1,-1,1
doc013189,1,-1,-1,1
doc013190,1,-1,-1,1
doc013191,1,-1,-1,1
doc013192,1,-1,-1,1
doc013193,1,-1,-1,-1
doc013194,-1,-1,1,-1
doc013195,-1,1,-1,-1
doc013196,-1,1,-1,-1
doc013197,-1,1,-1,-1
doc013198,-1,1,-1,-1
doc013199,1,1,-1,-1
doc013200,-1,1,-1,-1
doc013201,-1,1,-1,-1
doc013202,-1,1,-1,-1
doc013203,-1,1,-1,-1
doc013204,-1,-1,-1,-1
doc013205,-1,1,-1,-1
doc013206,-1,1,-1,-1
doc013207,-1,1,-1,-1
doc013208,-1,1,-1,-1
doc013209,1,-1,-1,-1
doc013210,-1,1,-1,-1
doc013211,-1,1,-1,-1
doc013212,-1,1,-1,-1
doc013213,-1,1,-1,-1
doc013214,-1,1,-1,-1
doc013215,1,-1,-1,-1
doc013216,-1,-1,-1,-1
doc013217,1,-1,-1,-1
doc013218,-1,1,-1,-1
doc013219,1,-1,1,-1
doc013220,1,-1,-1,-1
doc013221,-1,1,-1,-1
doc013222,1,-1,-1,-1
doc013223,-1,1,-1,-1
doc013224,-1,-1,-1,-1
doc013225,1,-1,-1,-1
doc013226,-1,-1,-1,-1
doc013227,-1,1,-1,-1
doc013228,1,-1,-1,-1
doc013229,-1,1,-1,-1
doc013230,-1,1,-1,-1
doc013231,-1,-1,-1,-1
doc013232,-1,1,-1,-1
doc013233,-1,1,-1,-1
doc013234,-1,1,-1,-1
doc013235,-1,1,-1,-1
doc013236,-1,1,-1,-1
doc013237,-1,1,-1,-1
doc013238,-1,1,-1,-1
doc013239,-1,1,-1,-1
doc013240,-1,1,-1,-1
doc013241,-1,-1,-1,-1
doc013242,-1,-1,1,-1
doc013243,-1,1,-1,-1
doc013244,-1,1,-1,-1
doc013245,-1,-1,-1,-1
doc013246,1,-1,-1,1
doc013247,-1,-1,1,-1
doc013248,-1,1,-1,-1
doc013249,1,-1,-1,-1
doc013250,-1,1,-1,-1
doc013251,-1,1,-1,-1
doc013252,-1,-1,1,-1
doc013253,-1,-1,1,-1
doc013254,-1,1,-1,-1
doc013255,1,-1,-1,1
doc013256,-1,1,-1,-1
doc013257,-1,1,-1,-1
doc013258,-1,-1,1,-1
doc013259,-1,1,-1,-1
doc013260,1,-1,-1,-1
doc013261,-1,1,-1,-1
doc013262,1,-1,-1,-1
doc013263,-1,1,-1,-1
doc013264,-1,1,-1,-1
doc013265,-1,-1,-1,-1
doc013266,-1,-1,-1,-1
doc013267,1,1,-1,-1
doc013268,-1,1,-1,-1
doc013269,1,-1,-1,-1
doc013270,-1,1,-1,-1
doc013271,-1,1,-1,-1
doc013272,1,-1,-1,-1
doc013273,1,-1,-1,-1
doc013274,-1,1,-1,-1
doc013275,-1,1,-1,-1
doc013276,-1,1,-1,-1
doc013277,-1,1,-1,-1
doc013278,-1,1,-1,-1
doc013279,-1,1,-1,-1
doc013280,-1,1,-1,-1
doc013281,-1,1,-1,-1
doc013282,-1,1,-1,-1
doc013283,-1,1,-1,-1
doc013284,-1,1,-1,-1
doc013285,-1,1,-1,-1
doc013286,-1,1,-1,-1
doc013287,-1,1,-1,-1
doc013288,-1,1,-1,-1
doc013289,1,1,-1,-1
doc013290,-1,-1,-1,-1
doc013291,-1,1,-1,-1
doc013292,-1,1,-1,-1
doc013293,-1,1,-1,-1
doc013294,-1,1,-1,-1
doc013295,-1,1,-1,-1
doc013296,-1,1,-1,-1
doc013297,-1,1,-1,-1
doc013298,-1,1,-1,-1
doc013299,1,1,-1,-1
doc013300,-1,1,-1,-1
doc013301,-1,1,-1,-1
doc013302,-1,1,-1,-1
doc013303,-1,1,-1,-1
doc013304,-1,1,-1,-1
doc013305,-1,1,-1,-1
doc013306,1,1,-1,-1
doc013307,-1,1,-1,-1
doc013308,-1,1,-1,-1
doc013309,-1,1,-1,-1
doc013310,-1,1,-1,-1
doc013311,-1,1,-1,-1
doc013312,-1,1,-1,-1
doc013313,-1,1,-1,-1
doc013314,-1,1,-1,-1
doc013315,-1,1,-1,-1
doc013316,-1,-1,-1,-1
doc013317,-1,1,-1,-1
doc013318,1,1,-1,-1
doc013319,-1,1,-1,-1
doc013320,-1,1,-1,-1
doc013321,-1,1,-1,-1
doc013322,1,-1,-1,1
doc013323,-1,1,-1,-1
doc013324,-1,1,-1,-1
doc013325,-1,-1,1,-1
doc013326,1,1,-1,-1
doc013327,-1,1,-1,-1
doc013328,1,1,-1,1
doc013329,-1,1,-1,-1
doc013330,-1,1,-1,-1
doc013331,1,-1,-1,-1
doc013332,-1,1,-1,-1
doc013333,-1,1,-1,-1
doc013334,-1,1,-1,-1
doc013335,-1,1,-1,-1
doc013336,-1,1,-1,-1
doc013337,-1,1,-1,-1
doc013338,-1,1,-1,-1
doc013339,-1,1,-1,-1
doc013340,1,-1,-1,-1
doc013341,-1,1,-1,-1
doc013342,-1,1,-1,-1
doc013343,-1,1,1,-1
doc013344,-1,1,-1,-1
doc013345,-1,1,-1,-1
doc013346,-1,1,-1,-1
doc013347,-1,1,-1,-1
doc013348,-1,1,-1,-1
doc013349,-1,1,-1,-1
doc013350,-1,1,-1,-1
doc013351,-1,1,-1,-1
doc013352,-1,-1,-1,-1
doc013353,-1,1,-1,-1
doc013354,-1,1,-1,-1
doc013355,-1,-1,1,-1
doc013356,1,1,-1,-1
doc013357,-1,-1,-1,-1
doc013358,-1,1,-1,-1
doc013359,-1,-1,1,-1
doc013360,-1,-1,1,-1
doc013361,-1,1,-1,-1
doc013362,-1,-1,-1,-1
doc013363,-1,1,-1,-1
doc013364,-1,1,-1,-1
doc013365,-1,-1,1,-1
doc013366,-1,1,-1,-1
doc013367,-1,1,-1,-1
doc013368,-1,1,-1,-1
doc013369,-1,-1,1,-1
doc013370,1,-1,-1,-1
doc013371,-1,-1,1,-1
doc013372,-1,-1,1,-1
doc013373,-1,1,-1,-1
doc013374,-1,-1,1,-1
doc013375,-1,-1,1,-1
doc013376,-1,-1,1,-1
doc013377,-1,1,-1,-1
doc013378,-1,1,-1,-1
doc013379,-1,1,-1,-1
doc013380,1,-1,-1,1
doc013381,-1,1,-1,-1
doc013382,-1,1,-1,-1
doc013383,-1,1,-1,-1
doc013384,-1,-1,1,-1
doc013385,-1,1,-1,-1
doc013386,-1,1,-1,-1
doc013387,1,-1,-1,-1
doc013388,1,-1,-1,-1
doc013389,-1,-1,1,-1
doc013390,1,-1,-1,-1
doc013391,1,-1,-1,-1
doc013392,-1,-1,1,-1
doc013393,-1,1,-1,-1
doc013394,1,-1,-1,-1
doc013395,-1,1,-1,-1
doc013396,1,-1,-1,-1
doc013397,-1,-1,1,-1
doc013398,1,-1,-1,-1
doc013399,-1,-1,1,-1
doc013400,1,1,-1,-1
doc013401,1,-1,-1,1
doc013402,-1,1,-1,-1
doc013403,-1,-1,-1,-1
doc013404,-1,-1,-1,-1
doc013405,-1,-1,1,-1
doc013406,1,-1,-1,-1
doc013407,-1,1,-1,-1
doc013408,1,-1,-1,-1
doc013409,1,-1,-1,-1
doc013410,-1,-1,1,-1
doc013411,1,-1,-1,-1
doc013412,-1,-1,1,-1
doc013413,1,-1,-1,-1
doc013414,-1,1,-1,-1
doc013415,1,-1,-1,-1
doc013416,1,-1,-1,1
doc013417,-1,1,-1,-1
doc013418,-1,1,-1,-1
doc013419,1,-1,-1,1
doc013420,1,1,-1,1
doc013421,-1,-1,1,-1
doc013422,-1,1,-1,-1
doc013423,1,1,-1,-1
doc013424,-1,-1,1,-1
doc013425,-1,-1,1,-1
doc013426,1,-1,-1,-1
doc013427,1,-1,-1,-1
doc013428,1,-1,-1,-1
doc013429,1,1,-1,-1
doc013430,-1,-1,1,-1
doc013431,-1,1,-1,-1
doc013432,1,1,-1,-1
doc013433,1,-1,-1,1
doc013434,-1,1,-1,-1
doc013435,-1,1,-1,-1
doc013436,1,1,-1,-1
doc013437,-1,1,-1,-1
doc013438,-1,-1,-1,-1
doc013440,1,-1,-1,-1
doc013441,-1,-1,-1,-1
doc013442,1,-1,-1,-1
doc013444,1,-1,-1,-1
doc013445,-1,-1,-1,-1
doc013446,-1,-1,1,-1
doc013447,-1,-1,-1,-1
doc013449,1,-1,-1,-1
doc013450,-1,-1,-1,-1
doc013451,1,-1,-1,-1
doc013452,-1,-1,-1,-1
doc013453,-1,-1,-1,-1
doc013454,-1,-1,1,-1
doc013455,-1,-1,-1,-1
doc013456,-1,-1,-1,-1
doc013458,1,-1,-1,-1
doc013459,1,-1,-1,-1
doc013461,-1,1,-1,-1
doc013462,1,-1,-1,-1
doc013463,1,-1,-1,-1
doc013465,1,-1,-1,-1
doc013467,1,-1,-1,-1
doc013468,1,-1,-1,-1
doc013469,-1,-1,-1,-1
doc013471,-1,-1,-1,-1
doc013472,-1,1,-1,-1
doc013473,-1,-1,-1,-1
doc013474,1,-1,-1,1
doc013475,-1,-1,-1,-1
doc013476,1,-1,-1,1
doc013477,1,1,-1,-1
doc013478,1,-1,-1,1
doc013479,1,-1,1,-1
doc013480,-1,-1,-1,-1
doc013481,-1,-1,-1,-1
doc013482,1,-1,-1,1
doc013483,1,-1,-1,1
doc013484,-1,-1,-1,-1
doc013485,1,-1,-1,-1
doc013486,1,-1,-1,-1
doc013487,1,-1,-1,-1
doc013488,-1,-1,-1,-1
doc013489,-1,-1,1,-1
doc013490,1,1,-1,-1
doc013491,1,-1,-1,-1
doc013492,1,-1,-1,-1
doc013493,1,1,-1,-1
doc013494,1,-1,-1,-1
doc013495,-1,-1,-1,-1
doc013496,-1,-1,-1,-1
doc013497,-1,-1,-1,-1
doc013498,1,-1,-1,-1
doc013499,1,-1,-1,-1
doc013501,-1,-1,-1,-1
doc013502,-1,-1,-1,-1
doc013503,-1,1,-1,-1
doc013504,-1,-1,-1,-1
doc013505,1,-1,-1,-1
doc013506,-1,-1,-1,-1
doc013507,-1,-1,-1,-1
doc013508,1,-1,-1,-1
doc013509,-1,-1,-1,-1
doc013511,1,1,-1,-1
doc013512,1,-1,1,-1
doc013513,-1,-1,-1,-1
doc013515,-1,-1,-1,-1
doc013516,1,-1,-1,-1
doc013517,-1,-1,-1,-1
doc013518,-1,-1,-1,-1
doc013519,1,-1,-1,-1
doc013520,-1,-1,-1,-1
doc013522,-1,-1,-1,-1
doc013523,1,1,-1,-1
doc013524,-1,-1,-1,-1
doc013525,1,-1,-1,1
doc013526,1,1,-1,-1
doc013527,1,-1,-1,1
doc013528,1,-1,-1,-1
doc013529,-1,-1,-1,-1
doc013530,-1,1,-1,-1
doc013531,-1,-1,-1,-1
doc013532,-1,-1,-1,-1
doc013533,1,-1,-1,1
doc013534,1,-1,-1,1
doc013535,1,-1,-1,1
doc013538,-1,-1,-1,-1
doc013539,-1,-1,-1,-1
doc013540,-1,-1,-1,-1
doc013542,1,1,-1,-1
doc013543,1,-1,1,-1
doc013544,-1,-1,-1,-1
doc013545,-1,1,-1,-1
doc013546,-1,-1,-1,-1
doc013547,1,1,-1,-1
doc013549,-1,-1,-1,-1
doc013551,-1,-1,-1,-1
doc013552,1,1,-1,-1
doc013553,-1,-1,1,-1
doc013554,-1,-1,-1,-1
doc013555,-1,-1,1,-1
doc013556,-1,-1,-1,-1
doc013557,-1,-1,1,-1
doc013558,-1,-1,-1,-1
doc013559,-1,-1,-1,-1
doc013562,1,1,-1,-1
doc013563,1,-1,-1,1
doc013565,-1,-1,-1,-1
doc013566,-1,-1,-1,-1
doc013567,-1,-1,-1,-1
doc013568,1,-1,-1,-1
doc013571,-1,-1,-1,-1
doc013572,-1,-1,-1,-1
doc013573,-1,-1,-1,-1
doc013574,1,-1,-1,-1
doc013575,-1,-1,-1,-1
doc013576,1,-1,-1,-1
doc013577,-1,-1,-1,-1
doc013578,-1,-1,-1,-1
doc013580,-1,-1,-1,-1
doc013581,-1,-1,-1,-1
doc013583,1,-1,-1,-1
doc013584,1,-1,-1,-1
doc013585,-1,-1,-1,-1
doc013586,1,-1,-1,-1
doc013587,-1,-1,-1,-1
doc013590,1,-1,-1,-1
doc013591,-1,-1,-1,-1
doc013592,1,-1,-1,-1
doc013593,-1,-1,-1,-1
doc013594,-1,-1,-1,-1
doc013595,1,-1,-1,-1
doc013596,-1,-1,-1,-1
doc013597,1,-1,-1,-1
doc013598,-1,1,-1,-1
doc013599,-1,1,-1,-1
doc013600,1,-1,-1,-1
doc013601,1,1,-1,-1
doc013602,-1,1,-1,-1
doc013603,-1,1,-1,-1
doc013604,-1,-1,-1,-1
doc013605,-1,-1,-1,-1
doc013606,-1,-1,-1,-1
doc013607,-1,-1,-1,-1
doc013608,-1,-1,-1,-1
doc013609,-1,-1,-1,-1
doc013610,1,-1,-1,1
doc013611,1,-1,-1,-1
doc013612,-1,-1,-1,-1
doc013613,-1,-1,-1,-1
doc013614,-1,-1,-1,-1
doc013615,-1,-1,-1,-1
doc013616,-1,-1,-1,-1
doc013617,-1,-1,-1,-1
doc013618,-1,-1,-1,-1
doc013619,-1,-1,-1,-1
doc013620,-1,-1,-1,-1
doc013621,-1,-1,-1,-1
doc013622,-1,-1,-1,-1
doc013623,-1,-1,-1,-1
doc013624,1,-1,-1,1
doc013625,-1,-1,-1,-1
doc013626,-1,-1,-1,-1
doc013627,-1,1,-1,-1
doc013628,1,-1,-1,1
doc013629,1,-1,-1,-1
doc013630,-1,1,-1,-1
doc013631,-1,-1,-1,-1
doc013632,-1,-1,-1,-1
doc013634,-1,-1,-1,-1
doc013663,-1,-1,-1,-1
doc013667,-1,-1,-1,-1
doc013671,-1,-1,-1,-1
doc013673,1,-1,-1,-1
doc013676,-1,-1,-1,-1
doc013680,-1,1,-1,-1
doc013684,-1,-1,-1,-1
doc013685,1,-1,-1,-1
doc013688,-1,-1,-1,-1
doc013689,-1,-1,-1,-1
doc013690,-1,-1,-1,-1
doc013691,1,-1,-1,1
doc013692,1,-1,-1,1
doc013693,-1,1,-1,-1
doc013694,-1,1,-1,-1
doc013695,-1,1,-1,-1
doc013696,-1,1,-1,-1
doc013697,-1,1,-1,-1
doc013698,-1,1,-1,-1
doc013699,-1,1,-1,-1
doc013700,-1,1,-1,-1
doc013701,-1,1,-1,-1
doc013702,-1,1,-1,-1
doc013703,-1,1,-1,-1
doc013704,-1,1,-1,-1
doc013705,-1,1,-1,-1
doc013706,-1,1,-1,-1
doc013707,-1,1,-1,-1
doc013708,-1,1,-1,-1
doc013709,-1,1,-1,-1
doc013710,-1,1,-1,-1
doc013711,-1,1,-1,-1
doc013712,-1,1,-1,-1
doc013713,-1,1,-1,-1
doc013714,-1,1,-1,-1
doc013715,-1,1,-1,-1
doc013716,-1,1,-1,-1
doc013717,-1,1,-1,-1
doc013718,-1,1,-1,-1
doc013719,-1,1,-1,-1
doc013720,-1,1,-1,-1
doc013721,-1,1,-1,-1
doc013722,-1,1,-1,-1
doc013723,-1,1,-1,-1
doc013724,-1,1,-1,-1
doc013725,-1,1,-1,-1
doc013726,-1,1,-1,-1
doc013727,-1,1,-1,-1
doc013728,-1,1,-1,-1
doc013729,-1,1,-1,-1
doc013730,-1,1,-1,-1
doc013731,-1,1,-1,-1
